ID,C1,C2,A_0,A_1,A_2,TV1_0,TV1_1,TV1_2,M_0,M_1,M_2,Y_0,Y_1,Y_2
2148,1,0,1,1,1,1,1,1,0.307729831,0.689042228,0.602499143,1,1,1
2149,0,0,1,1,1,1,1,1,0.760856861,0.906915928,0.749320643,1,1,1
2150,1,1,0,0,0,0,0,0,-0.153705539,-0.018784072,-0.066964957,1,0,1
2151,0,1,0,0,0,0,1,0,0.825421061,0.371309238,0.114934043,0,0,0
2152,0,1,1,1,1,0,0,0,1.442047561,0.539609048,0.659026843,0,0,0
2153,0,0,1,1,0,0,1,0,0.289612431,0.235174228,0.768218143,0,1,0
2154,0,0,1,1,1,1,1,1,0.089141961,0.139447628,0.169553143,1,1,1
2155,0,0,0,0,0,0,0,0,0.532477361,0.385350038,1.341549843,1,1,1
2156,0,1,1,1,1,1,0,0,1.161477661,1.212846328,0.801959843,0,0,0
2157,1,1,1,1,1,1,1,1,-0.157984939,0.082740628,0.035032243,1,1,1
2158,1,1,1,1,1,1,1,1,0.390743961,0.139580928,0.007761643,1,1,1
2159,1,0,0,0,0,1,1,1,0.523812561,0.462888918,0.563211443,1,1,1
2160,0,1,1,1,1,0,1,0,0.041093361,0.102818828,0.512201043,0,1,1
2161,0,0,0,1,1,0,0,0,-0.064529339,-0.028986672,0.077206643,1,1,1
2162,0,0,0,0,0,0,0,0,-0.158482039,1.264885028,1.686906043,1,0,0
2163,0,0,0,0,0,0,0,0,-0.121247439,0.055943928,-0.016113657,1,1,0
2164,1,1,1,1,1,0,0,0,0.069756161,0.292270328,0.682125343,1,1,1
2165,1,0,0,0,0,1,1,0,0.541445861,0.572793828,1.059868043,0,1,1
2166,0,0,1,1,1,0,0,1,0.157973561,0.350101828,0.223361443,1,1,1
2167,1,1,1,1,1,1,1,1,-0.157173139,0.141298328,-0.219970757,0,0,0
2168,0,1,1,1,1,1,0,0,0.159424661,0.408957058,0.333076093,1,1,1
2169,0,1,0,0,0,1,1,0,-0.156657339,-0.031425572,-0.032874157,1,0,0
2170,1,1,1,1,1,1,1,0,0.028977861,-0.052847072,0.576841943,1,1,1
2171,0,0,1,0,1,1,1,1,1.338928561,1.028811728,1.026947443,1,1,1
2172,1,0,1,1,1,1,1,0,0.145555161,1.125522728,0.675992443,1,1,1
2173,0,1,1,1,1,1,1,1,0.416625761,0.580463328,0.427399073,1,1,1
2174,1,1,1,1,1,1,1,0,0.590215961,0.119172528,0.942106143,1,1,1
2175,0,1,0,0,0,0,0,0,0.297035141,0.659780728,0.240323343,1,1,1
2176,1,1,1,1,1,1,0,1,0.409396961,0.573445228,0.803853243,1,1,1
2177,0,1,1,1,1,1,1,0,0.291641771,0.643487928,0.003135643,1,1,1
2178,1,1,1,1,1,1,0,0,0.507576861,-0.349591272,1.110035143,0,1,1
2179,1,1,1,1,1,1,1,1,0.086204561,0.003329528,0.215834743,1,1,1
2180,1,1,1,1,1,1,1,1,-0.261318639,-0.073028472,-0.107841257,1,1,1
2181,1,1,1,1,1,1,1,1,-0.216262039,-0.120964972,-0.107542857,1,1,1
2182,1,1,1,1,1,0,0,0,0.279582031,0.186876428,-0.015095757,1,1,1
2183,1,0,1,1,1,1,0,0,0.632455361,1.107134528,1.059374843,1,1,1
2184,0,0,0,0,0,0,1,1,0.861738561,0.755883828,0.740497143,0,0,0
2185,0,0,0,0,0,1,0,0,0.279282851,0.641012328,0.124779843,1,1,1
2186,0,0,0,0,0,1,0,1,0.582514961,0.821388328,0.505603303,0,1,1
2187,0,0,1,1,1,1,1,1,0.320612521,0.279185728,1.600581043,1,1,1
2188,1,0,1,0,0,0,0,0,0.090718561,0.139441628,1.037318843,0,0,0
2189,0,1,1,1,1,1,1,1,0.140035661,0.585148428,0.323376563,0,1,1
2190,1,1,1,0,0,1,0,0,0.165587801,0.753264028,0.690495843,1,0,1
2191,0,1,1,1,1,0,0,0,0.915967361,1.732254628,1.674885043,0,1,1
2192,0,0,0,0,0,1,1,0,0.098959261,0.391498478,0.664389843,1,1,1
2193,0,0,0,0,0,1,1,1,0.474330961,1.030455728,-0.083672757,0,1,1
2194,0,1,0,1,1,1,1,1,-0.048393339,0.120948028,0.292477443,1,1,1
2195,1,0,0,0,0,0,0,0,0.514447161,0.206495428,0.222744543,1,1,1
2196,0,0,1,1,1,1,1,1,-0.071941539,0.101772628,0.167541443,1,1,1
2197,0,0,1,1,1,0,0,1,0.38229996,0.033818221,0.11119245,1,1,1
2198,0,0,0,0,0,1,1,1,0.070261091,0.352783402,0.303263627,0,1,1
2199,0,0,0,0,0,0,0,0,0.86838305,0.79052587,1.133876487,1,0,1
2200,1,1,1,1,1,1,1,1,-0.216206848,0.212307131,-0.080292091,1,1,1
2201,0,0,0,0,0,0,1,1,0.264529774,0.13502348,0.178922057,1,1,0
2202,0,1,1,1,1,0,0,0,1.407947839,0.557164987,0.775208279,1,0,0
2203,1,1,0,0,0,1,1,1,0.119535761,0.294527528,-0.006397257,1,1,1
2204,0,1,0,0,0,1,1,1,-0.236076339,-0.055752672,-0.160331257,0,0,1
2205,0,1,1,1,1,0,0,0,0.688344361,0.418851648,0.299302243,1,1,1
2206,1,1,0,0,0,0,0,0,-0.099995039,0.074845028,-0.017540657,0,0,0
2207,0,1,1,1,1,0,0,0,-0.035695039,0.118491228,0.084817343,0,0,0
2208,1,1,1,1,1,1,1,1,-0.353003039,-0.138101572,-0.232412357,1,1,1
2209,1,1,0,1,1,1,1,1,-0.546013161,-0.356306293,-0.395672679,1,1,0
2210,1,1,1,1,1,1,1,1,-0.334837556,0.202307339,0.126872714,1,1,1
2211,0,1,1,1,1,1,0,0,0.588412464,0.511423057,0.723384425,1,1,1
2212,1,1,1,1,1,1,1,1,0.26018095,-0.060306424,-0.155646697,1,1,1
2213,1,1,0,0,1,0,0,0,0.468270213,0.48937946,0.463314198,1,1,1
2214,1,1,1,1,1,0,0,0,0.175931044,0.458238272,0.308659658,1,1,1
2215,0,1,1,1,1,1,1,1,-0.546013161,-0.174455876,-0.327319458,1,1,1
2216,1,0,0,0,0,1,0,0,0.183604871,-0.061186372,-0.133460457,1,1,1
2217,1,0,1,1,1,0,0,0,0.25630544,0.732884228,1.692888243,1,0,0
2218,0,0,0,0,0,0,1,1,-0.126644939,0.560334828,0.045607643,1,1,1
2219,0,0,0,1,0,1,0,1,0.969337961,0.536099938,0.617582843,1,0,0
2220,0,0,1,1,1,1,1,1,0.337556501,0.653117228,0.668280343,1,1,0
2221,0,1,1,1,1,1,1,1,0.565667242,0.7092619,0.880880788,1,1,1
2222,1,1,1,1,1,1,1,1,0.328993552,-0.013214351,0.929569885,1,1,1
2223,1,1,1,0,1,1,1,1,-0.243361056,-0.018073315,-0.17480506,1,1,1
2224,0,1,0,0,0,0,0,1,-0.427486241,0.057985903,0.673482105,0,0,1
2225,1,1,1,1,1,1,1,1,0.552940309,0.741179472,0.92760162,1,0,0
2226,0,1,0,0,0,1,1,1,1.229407549,1.414028888,0.855753645,1,0,1
2227,1,1,1,1,1,1,1,1,-0.448895037,-0.276300961,-0.322631851,1,0,1
2228,0,0,0,0,1,0,1,1,0.489151761,1.138219828,0.625921843,1,0,1
2229,1,0,1,1,1,1,1,1,0.020527661,0.149895828,0.088009743,1,1,1
2230,0,1,0,0,0,1,1,1,1.290766299,1.359726911,0.143471315,0,1,1
2231,0,0,1,1,1,1,0,0,0.627937361,0.316464928,1.003002043,0,0,0
2232,1,0,1,1,1,0,0,0,1.487896561,1.305456928,1.001354843,1,1,1
2233,0,0,1,1,1,0,0,0,0.128977661,0.167738128,0.182380043,1,1,1
2234,0,0,0,0,0,1,1,0,0.671056961,0.818067328,0.762881943,1,1,1
2235,0,0,0,0,0,0,1,0,-0.200422739,0.241177128,0.157674443,0,0,1
2236,0,0,0,0,0,0,0,0,0.397193661,0.772488228,0.694165343,0,0,0
2237,1,1,1,0,1,1,1,1,0.350245692,0.049156373,0.378581922,1,1,1
2238,0,0,0,1,0,1,1,1,-0.106717139,0.170354128,1.102949743,1,1,1
2239,0,0,0,0,0,1,0,0,0.670096061,0.799157128,0.740330543,1,1,1
2240,1,0,1,1,1,1,1,1,0.610008561,0.302963728,0.908313043,1,1,1
2241,0,0,0,0,0,1,0,0,0.088683961,0.123680528,0.062899643,1,1,1
2242,1,0,1,1,1,1,1,0,0.129285361,0.575846128,0.570282543,1,1,1
2243,0,0,0,0,0,0,1,1,0.362355051,0.547235758,0.235921943,0,1,1
2244,0,0,0,0,0,1,1,1,1.542547761,0.547668668,0.877027843,1,1,1
2245,1,0,1,1,1,1,1,1,-0.099348439,0.220408828,0.187269543,0,0,1
2246,0,0,1,1,1,0,0,0,0.403639961,0.594688528,0.604417143,1,1,1
2247,1,0,1,1,1,1,1,1,0.242921581,0.333583328,0.226871843,1,1,1
2248,0,0,0,0,0,0,1,0,-0.290361739,-0.119539772,-0.109227357,1,1,1
2249,0,0,1,1,1,1,0,0,1.157552361,0.839523928,0.773001843,1,1,1
2250,0,0,0,0,0,1,1,1,-0.546013161,-0.256044872,-0.395672679,1,1,1
2251,1,1,1,1,1,0,1,0,0.444240761,0.341146428,0.411452611,1,1,1
2252,0,1,0,1,1,1,1,1,-0.293299939,-0.040129772,-0.099225557,1,1,0
2253,0,0,0,0,1,0,0,1,0.488716761,0.082765828,0.146028643,1,1,0
2254,1,0,0,0,0,1,1,1,1.025943861,0.636509528,0.799205443,1,1,1
2255,0,0,1,0,0,0,1,0,0.647808261,1.115260728,1.110189743,0,1,0
2256,1,0,0,0,1,1,1,1,0.434758761,0.007909328,-0.009788757,1,1,1
2257,0,0,1,1,1,1,1,1,1.542547761,0.453704587,0.542837343,1,1,1
2258,1,0,1,1,1,0,0,1,0.275862461,0.772990428,0.490736623,1,1,1
2259,0,0,0,1,1,0,0,0,0.451712761,0.792958428,0.287277343,1,1,0
2260,0,0,1,1,1,0,0,0,0.517993961,0.722025428,0.452835653,1,0,0
2261,1,1,0,0,0,0,0,0,0.784052611,0.934775954,1.580012545,0,0,0
2262,0,0,1,1,1,0,1,1,0.444787361,0.530091738,0.831960043,0,1,1
2263,1,1,1,1,1,0,0,0,0.235754471,0.276104528,0.166806543,1,1,1
2264,1,0,1,1,1,0,1,1,-0.095346239,0.014107028,-0.088928357,1,1,1
2265,0,0,1,1,1,1,0,0,0.886633261,0.536110318,0.936066143,0,1,1
2266,0,0,1,1,1,0,0,0,0.469545061,1.732254628,-0.084280757,0,0,1
2267,0,0,0,0,1,0,0,0,0.888804661,1.136385728,1.078635843,0,0,0
2268,0,0,0,0,0,1,0,0,0.112094861,0.339698728,0.402899783,1,0,1
2269,1,0,1,0,0,1,1,1,0.159638461,0.962094628,0.589698643,1,1,1
2270,0,0,0,0,0,1,1,1,0.120846961,0.075266628,0.074911143,1,1,1
2271,1,0,1,1,1,1,1,1,-0.045774139,0.448648501,0.418121651,1,1,1
2272,0,1,0,0,0,1,1,1,-0.059523135,0.260662934,0.028950259,1,1,1
2273,1,1,0,0,0,1,1,1,0.1591089,1.732254628,0.683289021,1,1,1
2274,1,1,1,1,1,1,1,1,0.698458314,0.951276814,0.924367174,1,0,1
2275,0,1,0,0,0,1,0,1,0.50658314,0.515109146,0.537735827,0,0,1
2276,1,1,0,0,0,0,0,0,1.331403196,1.732254628,1.201760039,0,1,1
2277,0,0,1,1,1,1,1,1,1.035263261,0.400928798,0.510222713,1,1,1
2278,1,0,1,1,1,0,0,0,0.953412661,1.314433028,1.499288043,1,0,0
2279,0,0,1,1,1,1,1,1,0.26378172,0.725738628,1.618076043,1,0,0
2280,1,0,1,1,1,1,0,1,-0.130622839,0.291749328,0.254204243,1,1,0
2281,1,0,1,1,1,0,0,0,0.621035161,0.767406828,0.787514943,1,1,1
2282,0,0,1,1,1,0,0,1,1.398122561,0.200747728,0.965234643,0,0,0
2283,1,0,1,1,1,1,1,0,-0.324658539,0.069580228,0.034474643,1,1,1
2284,0,0,0,0,0,0,1,0,0.411984161,0.263637428,0.183557143,1,0,0
2285,1,0,1,1,1,0,0,0,0.312775661,0.678448328,0.317960243,1,1,1
2286,1,0,1,1,1,1,0,1,0.653539261,0.786262728,0.658876743,1,1,1
2287,1,0,1,1,1,1,1,1,0.014467561,0.193848628,0.404787423,1,1,1
2288,0,0,0,0,0,0,0,0,0.794174661,1.345551628,1.046349743,1,1,1
2289,0,0,1,1,1,0,0,0,0.860401661,1.113689628,0.720031943,1,0,0
2290,1,0,1,1,1,0,1,0,0.052423961,0.244290928,0.129639543,1,0,0
2291,1,0,0,0,1,0,1,0,0.386098561,0.563491828,0.505890633,1,1,1
2292,1,0,1,1,1,1,1,1,0.058166861,0.392478298,0.323280943,1,1,1
2293,1,1,1,1,1,1,1,1,-0.157964539,0.055761628,0.005827543,1,1,1
2294,0,1,0,0,0,0,1,1,0.030462661,0.457126,0.143437943,1,1,1
2295,1,0,1,1,1,1,0,0,0.393882661,0.651775228,0.600320443,1,0,1
2296,1,0,1,1,1,1,1,0,-0.127447439,0.546644648,0.444405903,1,0,1
2297,0,0,1,1,1,0,0,1,0.492205261,0.917368428,0.863658643,1,1,1
2298,0,1,0,0,0,1,1,1,0.082484559,0.273855751,0.16967693,1,1,1
2299,0,0,1,1,1,0,1,1,0.562037361,0.999254328,0.111960343,1,1,1
2300,1,0,0,1,1,1,1,1,0.861042161,0.636822828,0.875615543,1,1,1
2301,0,0,1,1,1,1,0,0,1.200619261,0.467947368,0.720790043,1,1,1
2302,0,0,0,0,0,0,1,1,0.255154258,0.324726728,0.300085343,1,1,1
2303,1,0,1,1,1,0,0,1,0.296971681,0.370111228,0.290317243,0,1,1
2304,0,0,1,1,1,0,0,0,0.541404861,0.377218868,0.396971303,1,1,1
2305,0,0,0,0,0,0,1,1,0.015864661,0.019195328,-0.125554257,1,1,1
2306,1,1,1,1,1,1,1,1,0.865964651,0.430362789,1.242370114,1,1,0
2307,1,0,1,1,1,0,0,0,0.248914681,0.241221928,0.359985423,1,1,1
2308,1,0,1,1,1,0,1,1,0.426299561,0.525886658,-0.168430857,1,1,0
2309,1,0,0,1,1,1,0,0,-0.314078139,0.096608328,0.074120943,1,1,1
2310,1,0,0,0,0,0,0,0,0.618978661,0.567193728,0.738983343,0,1,1
2311,0,0,0,0,1,0,0,0,0.545082661,0.621438428,1.144081443,0,0,0
2312,0,0,0,0,0,0,0,0,0.495682861,0.782281728,0.436634633,1,1,1
2313,0,0,0,0,0,1,1,0,0.641783561,0.765104628,0.783078643,1,0,1
2314,1,0,0,0,0,0,0,0,1.066275761,1.028192728,0.948753343,1,0,1
2315,1,0,1,1,1,1,1,1,0.602759561,0.485898328,0.484738433,1,1,1
2316,0,0,1,1,1,0,0,0,0.661253661,0.643486328,0.608458543,0,0,0
2317,0,0,1,1,1,1,0,1,1.542547761,1.190536928,1.093074443,1,1,1
2318,0,0,1,0,0,0,0,0,0.806334661,1.020610528,0.748560143,1,1,1
2319,1,0,0,0,0,1,0,1,-0.157542839,-0.052310472,0.357826063,1,1,0
2320,1,0,1,1,1,1,1,1,-0.171004339,-0.036897572,-0.133187757,1,1,1
2321,1,0,1,1,1,0,1,1,-0.054317239,1.732254628,0.524158443,1,1,1
2322,1,0,1,0,0,1,1,1,-0.087300939,0.386475488,0.601931143,1,0,0
2323,0,0,0,0,0,1,1,1,-0.168026139,-0.147287572,-0.057846657,0,0,0
2324,1,0,0,0,0,1,1,1,0.070626961,0.105318928,-0.038891757,1,1,1
2325,0,0,1,1,1,0,0,0,0.516351461,0.480049978,0.187847243,1,1,1
2326,0,0,1,1,1,0,1,0,0.153678561,0.312915428,1.078892843,1,1,1
2327,0,0,1,1,1,0,1,1,0.340876541,0.945956928,0.799053543,1,1,1
2328,1,1,0,0,0,0,1,1,0.084670693,0.31539244,0.195256978,1,1,1
2329,0,1,1,1,1,1,1,1,0.132963702,0.071597194,0.042104497,1,1,1
2330,1,0,1,1,1,1,0,1,0.397700361,0.552438718,0.100099543,1,1,1
2331,0,1,1,1,1,1,1,0,0.721699961,0.795073328,0.460578383,1,0,1
2332,1,0,1,1,1,1,1,1,0.099434361,0.281920028,0.403951553,1,1,1
2333,0,0,1,1,1,1,0,1,0.166797951,0.110607428,0.060604543,1,1,1
2334,0,1,0,0,0,1,1,1,-0.233697939,-0.051461072,0.145677743,1,1,1
2335,1,0,1,1,1,1,1,1,0.756167661,0.972646028,0.924006943,1,1,1
2336,0,0,1,1,1,1,1,1,0.080768961,0.616874128,1.235942043,1,1,1
2337,1,0,1,1,1,0,1,1,-0.120574039,0.063521728,-0.115215257,1,1,1
2338,0,1,1,1,1,1,1,1,0.347813631,0.439419318,0.879807843,1,1,1
2339,0,0,0,0,0,0,0,0,0.350921281,0.239803828,0.135924043,1,0,0
2340,0,1,1,1,1,1,1,1,-0.066901087,0.339124894,0.288365543,1,1,1
2341,1,1,1,1,1,1,1,1,-0.165218115,-0.059519107,-0.045861468,1,1,0
2342,0,1,1,1,1,0,0,0,0.657461584,0.269092565,-0.023519978,1,1,1
2343,0,0,1,0,0,1,0,1,-0.116014719,0.23481687,-0.082024113,1,0,1
2344,0,1,1,1,1,1,1,1,0.125155554,0.228830999,0.12804161,1,1,1
2345,1,1,0,0,0,0,1,1,0.357394964,1.008008029,1.193871245,1,1,1
2346,0,0,1,1,1,0,0,1,0.416584461,0.770710328,0.780951643,0,0,0
2347,1,0,0,0,0,0,1,1,0.514427561,0.743483828,0.618030543,1,1,1
2348,0,0,1,1,1,1,1,1,0.370547461,1.082066428,0.491989393,1,1,1
2349,1,0,1,1,1,1,1,1,0.472773461,0.671286428,0.583224343,0,1,0
2350,0,0,1,1,1,1,0,0,1.542547761,0.989998128,0.456457693,0,1,1
2351,1,0,1,1,1,0,0,0,0.775391561,0.733195428,0.233608143,1,1,1
2352,0,0,1,1,1,0,0,0,0.578679761,1.052996928,0.457367543,0,1,0
2353,1,0,1,1,0,0,0,0,1.188364161,0.606656028,0.821801143,0,1,1
2354,0,1,1,1,1,0,0,0,1.542547761,1.545964428,1.008931643,0,0,0
2355,0,0,1,1,1,1,0,0,0.441124961,0.394433348,0.306319443,1,1,1
2356,1,0,0,1,0,1,1,1,0.579480961,0.534309538,0.532677743,0,1,1
2357,1,0,0,0,0,0,0,0,0.242081131,0.912152528,0.319723633,0,1,1
2358,0,0,0,0,0,0,0,0,0.606223761,0.493189088,0.711587643,0,1,1
2359,1,0,1,1,1,1,1,0,0.134201161,0.255199228,0.414794779,1,1,1
2360,0,0,1,1,1,0,0,0,0.259868265,0.441215618,0.204528943,1,1,1
2361,1,1,1,1,1,0,0,0,0.22825975,0.429687241,0.133956805,1,1,1
2362,1,0,1,1,1,0,1,0,1.272336561,0.331295728,1.182868143,1,1,1
2363,0,0,0,0,0,1,1,1,0.647182761,0.482531968,0.503553223,0,1,1
2364,0,0,1,1,1,1,0,0,1.133741061,0.390124828,0.488039693,1,1,1
2365,1,0,0,1,1,1,1,1,0.806011361,0.525257548,0.177743543,1,1,1
2366,0,0,1,1,1,1,0,0,0.473613661,0.762440028,0.425274789,1,1,1
2367,0,0,1,1,1,0,0,1,1.014244461,1.301642228,1.448644043,0,1,1
2368,1,1,1,1,1,1,1,1,0.061475605,0.162115013,0.128705934,1,1,1
2369,0,0,1,1,1,1,0,0,0.251234161,0.725738628,0.913306943,1,1,1
2370,1,0,1,1,1,0,0,1,0.345123251,0.821474728,0.388513493,1,1,1
2371,0,0,1,1,1,1,1,1,0.339864921,0.741627428,0.468556283,1,1,1
2372,0,0,0,0,0,0,0,1,1.031376261,0.709158128,0.785946843,0,0,1
2373,1,0,1,1,1,1,1,1,0.830409661,1.130109028,1.090744143,1,1,1
2374,0,0,1,1,1,0,1,1,0.541741061,0.493976108,0.437789373,1,1,1
2375,0,0,0,0,0,1,0,0,1.284307561,0.712746828,0.235769043,1,0,1
2376,0,0,0,0,0,0,1,0,0.378024761,0.182855128,0.252538943,0,0,0
2377,0,1,1,1,1,1,0,0,0.34568967,0.404345957,0.22618483,0,1,0
2378,1,1,0,0,0,1,1,1,0.280359705,1.010152942,0.578669533,1,1,1
2379,0,1,1,1,1,1,0,0,0.081033975,0.277921637,0.431352904,1,1,1
2380,0,0,1,1,1,0,0,0,0.923949061,0.998109428,0.932114843,1,1,0
2381,1,1,1,1,1,1,1,1,-0.139204323,0.131821519,0.02381663,1,1,1
2382,1,0,1,1,1,1,0,0,0.570426561,0.541241348,0.694896243,1,1,1
2383,1,0,1,1,1,1,0,1,0.274926875,0.792540628,0.315845453,0,1,1
2384,1,0,0,1,1,1,1,0,0.353585041,0.435513778,0.940981343,1,1,0
2385,1,0,1,1,1,1,0,0,-0.400011139,-0.016040272,-0.139911557,1,1,1
2386,0,0,1,1,1,0,0,0,0.954894461,1.456850428,0.946047243,1,1,1
2387,0,0,1,1,1,0,1,0,1.144861561,0.694139628,0.338608893,1,1,1
2388,0,0,1,1,1,0,0,1,1.249474561,1.377802728,0.711265943,1,1,1
2389,1,0,0,0,0,0,1,1,1.109601161,0.987428228,1.195915043,1,1,1
2390,0,0,0,0,0,0,0,0,0.861469361,0.807715028,0.617444443,1,1,0
2391,1,0,1,1,1,0,1,1,0.040773461,0.219449628,0.122553943,1,1,1
2392,0,0,1,1,0,0,0,0,1.148851461,1.732254628,0.762881943,0,1,0
2393,0,0,1,1,1,0,0,1,1.217502361,1.570751428,1.474792043,1,1,1
2394,1,1,1,1,1,1,0,1,-0.19928357,-0.13983118,-0.112553731,1,0,1
2395,0,0,1,1,1,0,0,0,1.542547761,1.732254628,1.580316043,1,1,1
2396,1,0,1,1,1,1,0,0,0.451003061,0.341068628,0.308757943,1,1,1
2397,1,1,1,1,1,1,1,1,-0.197915852,-0.29078185,-0.224789873,1,1,1
2398,0,1,0,0,0,1,1,1,0.481175497,0.223156964,0.203086242,0,1,1
2399,0,0,1,1,1,0,0,0,1.058970161,0.396764868,0.599272743,1,1,1
2400,1,0,1,1,1,1,1,1,0.251133421,-0.056373172,0.528402743,1,1,1
2401,0,0,1,1,1,1,1,1,1.542547761,0.332882128,0.144468543,1,1,1
2402,1,0,1,1,1,0,1,1,0.127119661,0.557811228,0.084070043,1,1,1
2403,0,0,0,0,0,0,0,0,0.412268261,0.584547228,0.529450043,1,1,1
2404,1,0,0,0,1,0,0,0,0.140892061,0.346238528,0.323058013,0,0,1
2405,1,0,1,1,1,1,0,1,0.894246861,0.536128618,0.782234743,1,1,1
2406,1,0,1,1,1,1,1,0,-0.011442939,0.107149028,0.048798843,1,1,1
2407,1,0,1,1,1,0,0,1,0.216531571,0.298247928,0.313532443,1,1,1
2408,1,0,0,1,0,0,1,1,0.062317761,0.223805928,0.142310743,1,1,1
2409,0,0,0,1,1,1,1,1,0.062105661,0.141078328,-0.277261357,1,1,1
2410,0,0,1,1,1,0,0,0,1.542547761,0.732047028,0.631355843,1,1,1
2411,1,0,1,1,1,1,1,1,0.494241561,0.518355418,0.41636234,1,1,1
2412,0,1,1,1,1,1,1,0,0.317778741,0.240459528,0.280980343,0,0,0
2413,1,0,1,1,1,1,1,1,0.074734561,0.162265928,0.433225753,0,0,1
2414,1,0,0,0,0,0,0,0,0.771843461,0.778119428,1.128450643,1,1,1
2415,1,0,0,0,0,1,0,0,0.824277361,0.680704228,1.692888243,1,0,1
2416,0,0,1,0,0,1,0,1,0.638304461,-0.356306293,1.070878343,1,1,1
2417,0,1,0,0,0,0,0,0,0.294975905,0.47902368,0.631893202,1,1,1
2418,0,1,1,1,1,1,0,1,0.074306891,0.276566943,0.505100123,1,1,1
2419,0,1,1,1,1,1,0,1,0.624014139,0.100117909,0.929106757,1,1,1
2420,1,0,0,1,1,1,1,0,0.058946361,0.233223428,0.151713343,1,1,1
2421,1,0,0,0,0,1,1,1,0.757332461,0.840514828,0.312592843,1,1,1
2422,1,0,1,1,1,0,1,0,0.590294361,0.783613528,0.818412443,1,1,1
2423,0,0,0,0,0,1,1,1,0.650618561,0.417488658,0.270811543,0,1,1
2424,1,0,0,0,0,1,1,0,0.793272161,1.420210828,0.990264043,1,1,1
2425,0,0,1,1,1,1,0,0,1.542547761,1.160427028,0.436659853,1,1,0
2426,0,0,1,1,1,1,0,1,0.997985161,1.098194128,1.055921843,1,1,1
2427,0,1,1,1,1,0,0,0,0.081062228,0.177455222,0.130596235,0,1,0
2428,1,1,1,1,1,1,1,1,-0.20289883,-0.155312175,-0.196473852,1,1,1
2429,1,1,1,1,1,1,1,1,-0.005971014,0.410176,0.348402403,1,1,1
2430,1,0,0,0,1,1,1,1,0.163324561,0.699115928,0.566526043,1,1,1
2431,1,0,1,1,1,1,1,1,0.048975361,0.082080928,0.367311423,1,0,1
2432,1,0,1,1,1,0,0,0,0.007922361,0.339577128,0.121583643,1,1,0
2433,1,0,0,0,0,1,0,0,0.523498661,1.527599428,0.769992143,1,1,0
2434,0,1,1,1,1,0,0,0,1.224715161,0.898631628,1.043266843,0,0,0
2435,1,1,0,0,1,0,0,0,0.823661861,0.654475328,0.686790443,0,1,1
2436,1,0,1,1,1,1,1,1,0.502369461,0.873663828,0.924569843,1,1,1
2437,1,0,0,1,1,0,1,1,0.572962661,0.796214328,1.006724743,0,1,1
2438,0,0,1,1,1,1,1,1,0.068938361,0.816579328,0.539039043,1,1,1
2439,1,0,0,0,0,1,0,0,1.404024561,0.628068728,1.160853043,0,0,1
2440,0,0,0,0,0,1,0,0,1.078586861,0.941939328,0.886361443,1,1,1
2441,1,0,1,1,1,1,0,1,-0.120251339,0.098274028,-0.133175857,1,1,1
2442,0,0,1,1,0,1,1,0,0.26325254,0.173991428,0.091453443,1,1,1
2443,1,0,1,1,1,1,0,0,0.708161561,0.296251428,0.900151743,0,1,1
2444,0,0,0,0,0,1,0,1,0.565255061,1.044879828,0.207410043,1,1,1
2445,0,0,1,0,0,1,1,1,0.537354361,0.669652228,0.803365043,0,0,0
2446,1,0,1,1,1,0,0,0,0.392121061,0.635204828,0.350768003,1,1,1
2447,0,0,0,0,0,1,0,0,0.599878561,0.495406098,0.679868743,0,0,0
2448,0,0,1,1,1,1,1,1,0.158159661,0.580030428,0.188318943,1,1,1
2449,0,0,1,1,1,1,0,0,0.618503761,0.640720628,0.508606133,1,1,1
2450,0,1,1,1,1,1,1,1,1.029081261,1.235687628,1.162535343,1,1,1
2451,0,0,0,1,1,1,1,1,0.497116161,0.948155928,0.916692343,1,1,1
2452,0,0,1,1,1,1,1,1,0.824791761,0.775438728,0.704548343,1,1,1
2453,1,0,0,0,0,1,0,1,0.644402761,0.508590068,1.266062343,1,1,1
2454,1,0,1,1,1,0,1,0,0.459916561,0.753219728,0.599024243,1,1,1
2455,1,0,1,1,1,1,1,1,-0.088978939,0.069119228,0.199444843,1,1,1
2456,1,0,0,0,0,1,1,0,0.159500261,-0.077318172,0.505421433,1,1,1
2457,0,0,0,1,1,1,1,1,0.013532061,0.667057428,0.496399753,1,1,1
2458,0,0,1,1,1,0,1,0,0.252657071,0.809253828,0.471791753,1,1,1
2459,0,0,1,1,1,1,1,0,0.196672211,0.230441828,0.273112043,1,1,1
2460,0,1,1,1,1,1,1,1,-0.230806499,0.017521089,0.009991005,1,1,1
2461,0,0,0,0,0,0,0,0,0.767205861,0.945656228,0.981407943,1,1,1
2462,1,0,1,1,1,0,1,1,0.504151061,0.448238874,0.380532083,1,1,1
2463,0,0,1,1,1,0,1,1,-0.054415439,0.056893928,-0.066503257,1,1,0
2464,1,0,0,1,0,1,0,0,0.816110161,0.752841028,0.690730643,1,1,1
2465,0,0,0,1,1,1,1,0,0.030886561,0.210872828,0.297620843,0,0,0
2466,1,0,0,0,0,0,1,0,0.586679061,0.746828928,0.182999043,1,1,0
2467,1,0,0,1,1,1,1,0,-0.053679339,-0.232977972,-0.150634457,1,1,0
